TransactionAmount,PreviousTransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionDate,AgeGroup,AmountGroup,Cluster
75756.458,2023-05-26 16:47:51,1,29,0,3490.0,2,11029.999999999998,5.0,87616810.24739999,2024-11-04 8:11:50,0,0,1
866706.4280000001,2023-04-18 18:55:32,1,15,2,2064.0,1,4360.0,5.0,65183132.62959999,2024-11-04 8:09:51,2,0,0
820673.2165,2023-03-28 16:02:03,1,33,0,2684.0,1,68450.0,5.0,36352010.5096,2024-11-04 8:11:53,0,0,3
489038.37100000004,2023-01-26 17:21:46,1,4,1,1444.0,3,29590.0,5.0,10412331.575999998,2024-11-04 8:11:39,2,0,2
37379.458,2023-07-10 16:01:03,1,9,0,1692.0,1,33070.0,5.0,70509749.38659999,2024-11-04 8:09:17,2,0,2
364907.9645,2023-06-09 17:41:13,1,3,0,3056.0,0,76860.0,5.0,191818555.299,2024-11-04 8:08:48,0,0,2
175344.773,2023-04-03 16:41:47,1,17,0,2788.0635172687576,2,51920.0,5.0,35742659.239199996,2024-11-04 8:06:39,0,0,0
178875.457,2023-04-07 17:11:35,1,5,2,3242.0,2,15090.000000000002,5.0,15094487.9562,2024-11-04 8:09:41,0,0,2
1051491.683,2023-10-24 17:04:59,1,28,0,1754.0,3,49600.0,5.0,20210747.609599996,2024-11-04 8:09:17,2,0,1
1230098.241,2023-12-11 16:09:08,1,7,0,1444.0,3,7260.000000000001,5.0,23834572.7062,2024-11-04 8:07:21,2,1,2
1605022.3425,2023-02-27 16:02:00,1,41,2,3800.0,2,18280.0,5.0,25764978.4886,2024-11-04 8:12:12,1,1,3
1169577.712,2023-07-28 16:03:27,1,42,0,4854.000000000001,2,49020.0,5.0,51845986.452199996,2024-11-04 8:08:19,1,0,3
191904.44850000003,2023-06-29 16:06:51,1,30,0,3118.0,0,18280.0,5.0,95108885.27879998,2024-11-04 8:09:27,0,0,1
213146.11800000002,2023-05-15 17:46:13,1,6,2,4358.000000000001,0,24080.0,5.0,104692778.72159998,2024-11-04 8:10:59,1,0,2
150860.247,2023-07-31 16:46:29,1,28,1,2002.0,0,15090.000000000002,5.0,20245112.878999997,2024-11-04 8:08:12,2,0,1
91702.1015,2023-09-15 17:00:20,1,10,1,1568.0,3,10740.0,5.0,24545532.110799998,2024-11-04 8:11:55,2,0,2
640838.5945,2023-03-22 16:18:37,1,14,1,3242.0,0,13060.0,5.0,77914944.25639997,2024-11-04 8:11:48,0,0,0
59235.1595,2023-07-12 16:50:42,1,14,0,2064.0,0,85560.0,5.0,213461236.65099996,2024-11-04 8:10:43,2,0,0
1363208.8654999998,2023-03-08 17:07:21,1,36,2,4172.000000000001,2,33360.0,5.0,83689945.95699999,2024-11-04 8:08:42,1,1,3
422588.5955,2023-09-18 18:35:23,1,25,0,2560.0,1,13930.0,5.0,51146630.9048,2024-11-04 8:06:33,0,0,1
52346.488000000005,2023-12-25 16:30:45,1,1,0,1816.0,0,27850.0,5.0,158708733.98759997,2024-11-04 8:09:42,2,0,2
194801.912,2023-08-09 16:22:25,1,40,0,3056.0,1,28430.0,5.0,30034751.636000004,2024-11-04 8:08:38,0,0,3
312101.2125,2023-05-11 17:15:10,1,27,0,3676.0,1,42640.0,5.0,141343264.153,2024-11-04 8:11:20,1,0,1
20186.561999999998,2023-07-19 17:38:50,1,18,0,3428.0,2,8710.0,5.0,36790130.50259999,2024-11-04 8:11:06,0,0,0
519471.33200000005,2023-03-27 17:25:32,1,20,1,2374.0,0,10740.0,5.0,97033191.59779999,2024-11-04 8:12:10,2,0,0
388260.36900000006,2023-01-10 16:32:06,1,27,2,1258.0,3,38870.0,5.0,76071390.7194863,2024-11-04 8:11:25,2,0,1
475069.14300000004,2023-05-29 18:40:32,1,35,0,2436.0,1,44089.99999999999,5.0,11585213.7576,2024-11-04 8:07:18,0,0,3
1316657.5644999999,2023-10-03 17:27:25,1,10,0,3800.0,2,34642.65232974911,5.0,33415490.801,2024-11-04 8:07:37,1,1,2
210901.0635,2023-05-01 16:23:22,1,39,1,2374.0,0,26110.0,5.0,191851432.89439997,2024-11-04 8:10:57,2,0,3
941695.086,2023-01-02 16:45:05,1,8,2,4110.000000000001,2,45250.0,5.0,95421148.05139998,2024-11-04 8:09:44,1,0,2
430359.938,2023-02-15 16:50:13,1,6,2,3986.0000000000005,2,19730.000000000004,5.0,85801847.96739998,2024-11-04 8:10:52,1,0,2
1178231.7255,2023-05-08 16:37:14,1,9,0,4234.000000000001,2,14800.000000000002,5.0,76071390.7194863,2024-11-04 8:08:12,1,0,2
1168176.9515,2023-11-03 18:37:18,1,13,2,3428.0,1,45540.0,5.0,44498959.6358,2024-11-04 8:12:18,0,0,0
357961.72750000004,2023-06-21 16:49:10,1,30,1,2994.0,1,83530.0,5.0,76071390.7194863,2024-11-04 8:07:18,0,0,1
390179.21900000004,2023-12-20 17:13:50,1,31,0,3738.0,0,19150.0,5.0,202130218.86259997,2024-11-04 8:09:43,1,0,1
174385.348,2023-11-20 17:08:33,1,7,0,1630.0,1,82370.0,5.0,105883066.689,2024-11-04 8:10:50,2,0,2
755873.652,2023-05-16 16:57:35,1,22,1,4482.000000000001,2,13640.0,5.0,108877605.6836,2024-11-04 8:12:07,1,0,1
37206.7615,2023-11-17 16:39:20,1,7,0,2684.0,0,13060.0,5.0,146500286.07399997,2024-11-04 8:11:24,0,0,2
554643.8525,2023-06-09 17:58:00,1,27,0,4668.000000000001,2,33650.0,5.0,84551904.27259998,2024-11-04 8:11:58,1,0,1
88478.4335,2023-03-27 17:07:20,1,37,2,2064.0,0,67580.0,5.0,77741927.77019998,2024-11-04 8:10:44,2,0,3
643774.4349999999,2023-08-14 16:01:02,1,34,0,3924.0,2,13640.0,5.0,95886641.24599998,2024-11-04 8:12:23,1,0,3
744648.3795,2023-09-05 17:34:08,1,39,2,1506.0,3,19730.000000000004,5.0,4310041.5954,2024-11-04 8:10:37,2,0,3
1510921.9385,2023-06-19 16:22:28,1,22,2,1568.0,3,11320.0,5.0,4476066.0138,2024-11-04 8:06:44,2,1,1
42790.615000000005,2023-05-01 16:57:17,1,30,0,1320.0,3,26110.0,5.0,17857396.108999997,2024-11-04 8:12:18,2,0,1
389757.07200000004,2023-01-18 16:59:48,1,38,0,3490.0,2,52500.0,5.0,23243371.0586,2024-11-04 8:09:15,0,0,3
499.161,2023-11-23 16:14:48,1,28,2,1258.0,3,50180.0,5.0,27279133.0858,2024-11-04 8:07:45,2,2,1
404436.27450000006,2023-05-31 16:50:20,1,23,0,4420.000000000001,2,46700.0,5.0,80284660.17099997,2024-11-04 8:11:21,1,0,1
780300.6124999999,2023-11-08 18:32:44,1,23,0,3552.0,0,31040.0,5.0,193333751.26799998,2024-11-04 8:11:01,0,0,1
811481.9249999999,2023-02-27 16:15:53,1,40,0,2498.0,1,32200.0,5.0,113307750.08819999,2024-11-04 8:10:52,0,0,3
334628.5115,2023-01-09 16:08:52,1,37,0,1196.0,3,10450.0,5.0,16767377.369199997,2024-11-04 8:11:01,2,0,3
571158.3727445242,2023-01-03 18:18:14,1,10,2,3056.0,1,12770.0,5.0,77541835.61719999,2024-11-04 8:08:55,0,0,2
31757.2275,2023-09-11 17:05:50,1,40,1,1630.0,1,46120.0,5.0,90596323.73459998,2024-11-04 8:08:11,2,0,3
175229.642,2023-11-10 16:43:45,1,25,1,3614.0,1,22340.0,5.0,38948894.243999995,2024-11-04 8:08:22,0,0,1
375116.24650000007,2023-06-12 16:34:59,1,22,0,1940.0,0,34642.65232974911,5.0,178344245.5788,2024-11-04 8:08:35,2,0,1
95213.597,2023-12-07 16:19:07,1,32,0,3428.0,1,32200.0,5.0,57147907.82079999,2024-11-04 8:07:23,0,0,1
778285.8200000001,2023-08-08 17:41:41,1,40,2,2312.0,1,12770.0,5.0,145118683.23019996,2024-11-04 8:09:24,2,0,3
984274.3675,2023-10-16 17:08:36,1,8,1,3552.0,1,41480.0,5.0,142586513.3148,2024-11-04 8:10:05,0,0,2
663807.2289999999,2023-10-09 17:32:57,1,32,0,1940.0,0,47280.0,5.0,113428697.98439999,2024-11-04 8:11:40,2,0,1
684185.416,2023-10-09 17:23:21,1,27,2,2932.0,1,15090.000000000002,5.0,36979660.1702,2024-11-04 8:11:57,0,0,1
19783.6035,2023-01-13 16:23:56,1,21,2,2250.0,1,81210.0,5.0,31805083.696,2024-11-04 8:11:14,2,0,0
406201.61650000006,2023-10-20 16:02:07,1,1,1,1878.0,0,32200.0,5.0,95402403.35899998,2024-11-04 8:07:50,2,0,2
533881.8955,2023-05-04 17:49:33,1,14,2,2994.0,1,24080.0,5.0,123485076.68959999,2024-11-04 8:09:46,0,0,0
224275.448,2023-10-04 17:10:02,1,22,0,2808.0,0,76280.0,5.0,114808961.92159997,2024-11-04 8:10:02,0,0,1
148768.7005,2023-07-25 18:00:25,1,21,1,3366.0,2,15960.0,5.0,76743252.21399999,2024-11-04 8:07:12,0,0,0
809256.059,2023-06-20 17:07:05,1,38,2,4172.000000000001,0,29880.0,5.0,178984242.93359998,2024-11-04 8:10:18,1,0,3
601924.3165,2023-03-10 16:35:33,1,28,1,4544.000000000001,2,44089.99999999999,5.0,105530934.2532,2024-11-04 8:10:23,1,0,1
790029.182,2023-06-20 18:43:51,1,42,1,1816.0,0,44380.0,5.0,127045378.10639998,2024-11-04 8:11:43,2,0,3
976176.8205,2023-07-14 16:22:54,1,6,1,3676.0,2,25820.0,5.0,113666874.59179997,2024-11-04 8:09:07,1,0,2
293737.8180000001,2023-11-27 16:57:08,1,29,0,1506.0,3,58300.0,5.0,19223973.4454,2024-11-04 8:09:29,2,0,1
44152.9985,2023-06-09 18:33:04,1,19,1,3924.0,2,48150.0,5.0,88646875.72499998,2024-11-04 8:09:14,1,0,0
132938.188,2023-10-30 16:36:24,1,20,2,1568.0,3,37420.0,5.0,10543841.957599998,2024-11-04 8:11:01,2,0,0
782219.4624999999,2023-08-07 17:17:34,1,10,0,1568.0,3,76280.0,5.0,4073055.1271999995,2024-11-04 8:08:37,2,0,2
881232.1225,2023-05-23 16:44:33,1,40,1,1568.0,3,17120.000000000004,5.0,1945383.7723999997,2024-11-04 8:11:47,2,0,3
578648.666,2023-02-09 17:46:49,1,39,1,3056.0,0,34230.0,5.0,154563479.15399998,2024-11-04 8:10:23,0,0,3
33906.3395,2023-06-27 17:50:21,1,36,2,3924.0,0,26400.0,5.0,15593602.5832,2024-11-04 8:10:55,1,0,3
770169.0845,2023-09-18 16:18:19,1,20,1,2684.0,1,72800.0,5.0,122116416.6096,2024-11-04 8:11:41,0,0,0
279001.05000000005,2023-07-06 17:53:38,1,40,2,2374.0,1,6970.0,5.0,78021015.41259998,2024-11-04 8:09:52,2,0,3
1067533.269,2023-10-19 16:34:22,1,39,2,2312.0,0,13349.999999999998,5.0,177556075.89359996,2024-11-04 8:07:12,2,0,3
65836.0035,2023-04-28 16:55:28,1,30,0,1506.0,3,72800.0,5.0,22088489.732399996,2024-11-04 8:11:26,2,0,1
542363.2124999999,2023-03-08 17:42:36,1,13,0,2188.0,0,46700.0,5.0,205316221.50099996,2024-11-04 8:08:51,2,0,0
585767.5995,2023-09-27 16:25:38,1,19,2,4234.000000000001,0,42640.0,5.0,192782568.05099997,2024-11-04 8:09:31,1,0,0
356541.7785000001,2023-09-20 16:30:06,1,2,2,2002.0,0,33650.0,5.0,142648846.85539997,2024-11-04 8:10:15,2,0,2
126663.54850000002,2023-10-06 18:39:39,1,25,2,3056.0,4,51920.0,5.0,51711500.72259999,2024-11-04 8:07:05,0,0,1
859549.1174999999,2023-01-11 17:27:56,1,40,1,1816.0,1,21760.0,5.0,112236178.50599997,2024-11-04 8:09:20,2,0,3
535935.0650000001,2023-06-22 17:28:02,1,28,0,1196.0,3,13930.0,5.0,17757126.881399997,2024-11-04 8:07:20,2,0,1
571158.3727445242,2023-05-08 16:25:03,1,16,2,2064.0,0,7839.999999999999,5.0,179469670.95979998,2024-11-04 8:07:00,2,0,0
1172705.4375,2023-08-11 17:12:30,1,11,0,1692.0,3,35100.0,5.0,13282501.024199998,2024-11-04 8:09:23,2,0,0
528067.7799999999,2023-08-24 17:13:38,1,27,2,3366.0,1,23500.0,5.0,18300276.6588,2024-11-04 8:09:50,0,0,1
820865.1015,2023-02-21 17:42:42,1,38,1,1134.0,3,54820.0,5.0,22012767.1258,2024-11-04 8:08:54,3,0,3
197277.2285,2023-12-04 16:23:00,1,39,1,4730.000000000001,2,13640.0,5.0,48035160.733799994,2024-11-04 8:08:07,1,0,3
43385.4585,2023-12-21 17:56:04,1,39,2,1196.0,3,42060.0,5.0,16538126.8058,2024-11-04 8:06:47,2,0,3
131019.338,2023-06-08 18:54:04,1,4,2,3490.0,1,84980.0,5.0,47801447.148399994,2024-11-04 8:08:24,0,0,2
140517.6455,2023-06-23 16:41:27,1,37,1,1258.0,3,49890.0,5.0,19486399.139,2024-11-04 8:12:22,2,0,3
746528.8525,2023-01-06 17:35:08,1,9,0,1692.0,3,11900.0,5.0,11321300.389999999,2024-11-04 8:11:28,2,0,2
14161.373,2023-03-15 16:47:45,1,15,2,4172.000000000001,2,34642.65232974911,5.0,43497159.9642,2024-11-04 8:10:18,1,0,0
210075.958,2023-06-26 17:38:22,1,3,2,2788.0635172687576,2,26980.0,5.0,109678420.59779999,2024-11-04 8:07:26,0,0,2
128390.5135,2023-01-30 18:47:17,1,39,0,2436.0,0,24660.0,5.0,12959229.464,2024-11-04 8:10:19,0,0,3
643736.0580000001,2023-03-02 16:06:18,1,28,1,2808.0,1,44960.0,5.0,44974866.54839999,2024-11-04 8:06:45,0,0,1
73185.19900000001,2023-12-28 16:51:20,1,0,2,1196.0,3,50470.0,5.0,16650297.4254,2024-11-04 8:09:59,2,0,2
690824.637,2023-02-09 16:29:06,1,9,2,4234.000000000001,2,19730.000000000004,5.0,95220014.52659999,2024-11-04 8:08:53,1,0,2
1089350.5935000002,2023-02-06 18:39:23,1,22,2,3924.0,0,23210.0,5.0,206552329.82759997,2024-11-04 8:10:40,1,0,1
418674.1415,2023-05-23 16:29:31,1,2,0,1196.0,3,53660.0,5.0,9236027.7442,2024-11-04 8:10:27,2,0,2
402939.5715000001,2023-09-07 17:19:21,1,10,0,1196.0,3,11610.0,5.0,28831372.1374,2024-11-04 8:11:39,2,0,2
21145.987,2023-11-13 16:32:53,1,40,1,1196.0,3,81210.0,5.0,14353031.234599998,2024-11-04 8:06:56,2,0,3
160089.91550000003,2023-05-30 16:28:48,1,27,2,3490.0,2,31620.0,5.0,27821985.328399997,2024-11-04 8:11:40,0,0,1
661945.9445000001,2023-03-20 17:30:52,1,2,2,2126.0,0,30750.0,5.0,82981664.36559997,2024-11-04 8:09:39,2,0,2
330598.9265,2023-01-30 17:22:39,1,12,0,2250.0,1,82080.0,5.0,129439640.64199997,2024-11-04 8:08:42,2,0,0
375212.189,2023-07-17 16:05:23,1,29,2,3738.0,2,73960.0,5.0,41575531.458399996,2024-11-04 8:09:01,1,0,1
194245.4455,2023-08-04 18:34:01,1,7,2,2808.0,1,25240.0,5.0,91785272.79539998,2024-11-04 8:06:42,0,0,2
346275.93100000004,2023-03-13 16:26:30,1,14,0,1568.0,3,9870.0,5.0,12373829.744999997,2024-11-04 8:11:23,2,0,0
1328899.8275,2023-03-07 16:51:37,1,5,1,3304.0,2,31620.0,5.0,36471321.96439999,2024-11-04 8:12:17,0,1,2
206238.258,2023-02-07 17:38:18,1,20,1,1258.0,3,29880.0,5.0,20520927.6386,2024-11-04 8:12:07,2,0,0
156405.72350000002,2023-08-10 16:10:22,1,42,1,1568.0,3,28140.0,5.0,12875770.952599997,2024-11-04 8:07:15,2,0,3
868855.54,2023-11-24 16:45:11,1,20,1,4978.000000000001,2,43800.0,5.0,72013490.26579998,2024-11-04 8:07:34,1,0,0
1237735.264,2023-12-22 17:08:55,1,22,1,4358.000000000001,2,22630.0,5.0,109514776.45779999,2024-11-04 8:07:29,1,1,1
324823.188,2023-03-27 18:08:06,1,30,1,2808.0,0,33070.0,5.0,76294569.73559998,2024-11-04 8:11:54,0,0,1
169664.977,2023-10-18 16:28:19,1,12,0,3862.0,0,26400.0,5.0,184195713.723,2024-11-04 8:09:15,1,0,0
298439.0005,2023-03-24 17:04:32,1,3,0,1816.0,1,19150.0,5.0,59626819.007,2024-11-04 8:08:36,2,0,2
75295.93400000001,2023-11-14 18:33:32,1,9,0,4792.000000000001,2,30750.0,5.0,96139694.59339999,2024-11-04 8:11:18,1,0,2
50849.785,2023-02-08 16:42:59,1,16,2,2994.0,1,51920.0,5.0,72224144.90419999,2024-11-04 8:07:24,0,0,0
160454.497,2023-06-22 17:18:09,1,33,0,2994.0,0,42350.0,5.0,188223888.61279997,2024-11-04 8:12:06,0,0,3
273973.66300000006,2023-05-09 16:40:52,1,36,1,4234.000000000001,0,43510.0,5.0,174145434.48119995,2024-11-04 8:12:22,1,0,3
107436.67150000001,2023-11-13 16:16:24,1,12,0,2188.0,0,27560.0,5.0,13874297.7414,2024-11-04 8:07:20,2,0,0
1486111.208,2023-03-06 16:12:45,1,21,1,3800.0,0,9000.0,5.0,172772311.37919998,2024-11-04 8:08:33,1,1,0
202189.48450000002,2023-05-11 18:31:20,1,34,0,1568.0,3,46410.0,5.0,15896641.776999999,2024-11-04 8:09:44,2,0,3
228017.2055,2023-06-26 16:10:25,1,41,2,1754.0,3,85560.0,5.0,24045376.111999996,2024-11-04 8:08:28,2,0,3
88689.507,2023-11-13 16:41:09,1,38,1,1444.0,3,62940.0,5.0,7011211.2771999985,2024-11-04 8:08:59,2,0,3
725267.9945,2023-11-17 16:50:08,1,24,2,4482.000000000001,2,46410.0,5.0,36553739.103999995,2024-11-04 8:11:04,1,0,1
218941.04499999998,2023-05-22 17:45:02,1,4,1,4296.000000000001,2,42930.0,5.0,87506871.13879998,2024-11-04 8:11:19,1,0,2
183250.435,2023-05-22 16:24:02,1,29,2,3552.0,2,4940.0,5.0,60683662.6166,2024-11-04 8:08:19,0,0,1
523788.74450000003,2023-04-17 18:42:04,1,4,2,4234.000000000001,2,50470.0,5.0,116206929.1794,2024-11-04 8:10:58,1,0,2
140747.9075,2023-03-13 16:33:49,1,37,1,1506.0,3,13640.0,5.0,17582027.651599996,2024-11-04 8:09:57,2,0,3
57450.62900000001,2023-10-13 16:22:08,1,37,0,3614.0,0,70480.0,5.0,162387751.78959998,2024-11-04 8:12:01,0,0,3
96940.562,2023-10-16 16:29:39,1,4,2,1258.0,3,40610.0,5.0,16679753.3706,2024-11-04 8:09:17,2,0,2
293718.62950000004,2023-04-03 18:37:57,1,11,0,3490.0,1,33650.0,5.0,132007812.26819998,2024-11-04 8:12:06,0,0,0
101584.179,2023-06-12 17:36:25,1,40,1,2560.0,0,42350.0,5.0,104002200.45079999,2024-11-04 8:11:08,0,0,3
737625.3885,2023-04-17 16:53:29,1,17,0,3738.0,1,18860.0,5.0,116508183.16439998,2024-11-04 8:10:13,1,0,0
451735.927,2023-07-10 18:34:22,1,31,1,3180.0,2,50760.0,5.0,91837638.92019998,2024-11-04 8:11:06,0,0,1
219190.49550000002,2023-06-07 17:35:50,1,9,0,3490.0,0,18570.0,5.0,141682007.52279997,2024-11-04 8:06:35,0,0,2
24216.147,2023-05-05 16:35:44,1,12,1,2064.0,0,17700.000000000004,5.0,95515764.11779998,2024-11-04 8:09:03,2,0,0
716729.112,2023-09-25 16:23:23,1,7,0,2188.0,1,68160.0,5.0,95663638.91339998,2024-11-04 8:11:16,2,0,2
644829.8025,2023-04-24 17:18:18,1,35,1,1754.0,3,47570.0,5.0,24324314.986999996,2024-11-04 8:12:13,2,0,3
704083.8905,2023-12-11 18:43:00,1,15,2,4110.000000000001,2,9580.0,5.0,99641381.65459998,2024-11-04 8:11:33,1,0,0
215429.5495,2023-10-19 17:34:53,1,39,1,3614.0,0,29590.0,5.0,109640038.60859999,2024-11-04 8:11:23,0,0,3
949754.2559999998,2023-03-31 16:34:38,1,34,0,2498.0,1,38290.0,5.0,102704353.65319999,2024-11-04 8:08:34,0,0,3
1077588.043,2023-06-23 17:38:26,1,34,2,4048.0000000000005,0,6679.999999999999,5.0,174784836.76639998,2024-11-04 8:06:32,1,0,3
846097.979,2023-09-13 18:38:27,1,35,2,2622.0,0,42930.0,5.0,108648355.12019998,2024-11-04 8:11:22,0,0,3
137965.575,2023-02-20 16:28:39,1,20,1,1816.0,0,14800.000000000002,5.0,157981410.16899997,2024-11-04 8:12:07,2,0,0
530101.7609999999,2023-02-13 17:04:50,1,21,1,3490.0,0,41480.0,5.0,1798550.3485999994,2024-11-04 8:11:47,0,0,0
68042.681,2023-07-18 16:38:11,1,16,0,4172.000000000001,0,47570.0,5.0,84683117.1194,2024-11-04 8:10:12,1,0,0
73185.19900000001,2023-04-07 16:16:00,1,32,1,3118.0,1,47860.0,5.0,146980358.4738,2024-11-04 8:07:16,0,0,1
1412887.8920000002,2023-04-12 17:06:06,1,16,2,1940.0,0,8130.0,5.0,212275560.473,2024-11-04 8:10:23,2,1,0
49084.443,2023-11-16 16:33:22,1,29,0,3738.0,1,48150.0,5.0,100290305.05339998,2024-11-04 8:06:29,1,0,1
855999.245,2023-09-19 17:45:19,1,39,0,1568.0,3,70480.0,5.0,15002400.9356,2024-11-04 8:08:30,2,0,3
283491.15900000004,2023-09-05 16:52:06,1,33,1,1444.0,3,4360.0,5.0,25465807.247199997,2024-11-04 8:12:18,2,0,3
88708.6955,2023-05-29 17:45:26,1,14,2,4792.000000000001,2,81790.0,5.0,75986769.98499998,2024-11-04 8:09:46,1,0,0
509205.4845,2023-05-26 17:56:17,1,42,1,2064.0,1,22340.0,5.0,77804707.61299999,2024-11-04 8:09:20,2,0,3
657340.7045,2023-02-03 17:10:00,1,4,2,1258.0,3,26400.0,5.0,5045696.3884000005,2024-11-04 8:09:51,2,0,2
64531.18550000001,2023-11-03 16:50:08,1,8,2,3924.0,2,22049.999999999993,5.0,64333075.705999985,2024-11-04 8:10:52,1,0,2
123919.59300000001,2023-12-04 18:06:30,1,12,1,3428.0,2,50180.0,5.0,93608863.58459999,2024-11-04 8:11:27,0,0,0
137908.00950000001,2023-01-16 18:03:02,1,26,0,1382.0,3,74830.0,5.0,27359913.783999998,2024-11-04 8:12:07,2,0,1
592541.14,2023-12-26 16:08:51,1,3,0,3304.0,2,11900.0,5.0,59009285.52959999,2024-11-04 8:09:59,0,0,2
259716.6075,2023-07-28 18:42:51,1,15,1,2788.0635172687576,1,23790.0,5.0,148519952.29639998,2024-11-04 8:07:24,0,0,0
553454.1655,2023-05-08 16:37:53,1,31,1,4110.000000000001,2,20890.0,5.0,68092279.13659999,2024-11-04 8:09:00,1,0,1
410921.98750000005,2023-10-30 17:07:54,1,43,1,2002.0,1,62940.0,5.0,95170921.28459999,2024-11-04 8:10:59,2,0,3
326895.5460000001,2023-03-27 16:56:29,1,16,0,1878.0,0,34230.0,5.0,89777210.43019998,2024-11-04 8:09:24,2,0,0
1413290.8505,2023-05-10 17:05:08,1,30,0,3428.0,1,34810.0,5.0,146182816.44239998,2024-11-04 8:09:38,0,1,1
409521.227,2023-07-27 17:30:14,1,8,0,2808.0,1,4940.0,5.0,55585255.0512,2024-11-04 8:11:26,0,0,2
180544.85650000002,2023-09-12 16:32:09,1,24,1,1692.0,3,58880.0,5.0,9623120.518999998,2024-11-04 8:10:29,2,0,1
7004.0625,2023-02-13 17:48:36,1,24,2,4296.000000000001,0,42350.0,5.0,149022042.27139997,2024-11-04 8:11:01,1,0,1
571158.3727445242,2023-04-28 16:32:10,1,12,0,1754.0,3,38290.0,5.0,5767069.510999999,2024-11-04 8:07:44,2,0,0
431338.5515,2023-08-22 16:34:34,1,4,2,1134.0,3,37420.0,5.0,7860673.1312,2024-11-04 8:10:25,3,0,2
123382.315,2023-09-04 17:36:40,1,21,0,3428.0,2,19440.0,5.0,112026416.47199997,2024-11-04 8:11:58,0,0,0
214508.5015,2023-12-26 17:40:23,1,17,2,3862.0,0,14220.0,5.0,161971946.90659997,2024-11-04 8:11:34,1,0,0
327068.2425,2023-01-05 16:56:49,1,37,1,3738.0,1,57720.0,5.0,33984674.873399995,2024-11-04 8:09:17,1,0,3
660602.7494999999,2023-09-19 17:23:14,1,35,1,1382.0,3,35680.0,5.0,28539044.196399998,2024-11-04 8:09:37,2,0,3
1674619.0320000001,2023-04-24 16:47:17,1,42,2,1382.0,3,83530.0,5.0,7483250.237399999,2024-11-04 8:10:49,2,1,3
562127.3674999999,2023-02-16 16:23:11,1,22,1,2312.0,1,16250.0,5.0,18103754.9234,2024-11-04 8:11:13,2,0,1
54572.35400000001,2023-08-31 17:43:38,1,14,0,1134.0,3,70480.0,5.0,15933684.859599998,2024-11-04 8:09:03,3,0,0
401078.28700000007,2023-03-03 17:08:36,1,12,0,1320.0,3,21470.0,5.0,2795440.6959999995,2024-11-04 8:11:19,2,0,0
38473.2025,2023-11-29 17:43:51,1,6,0,4482.000000000001,2,49600.0,5.0,106304375.96579999,2024-11-04 8:08:00,1,0,2
335837.38700000005,2023-04-10 16:23:53,1,31,2,1754.0,3,20600.0,5.0,22224165.6012,2024-11-04 8:09:21,2,0,1
134243.006,2023-10-16 17:43:00,1,3,1,1754.0,3,9000.0,5.0,2441671.8187999995,2024-11-04 8:08:13,2,0,2
281130.9735,2023-01-25 17:12:17,1,0,0,3304.0,1,34642.65232974911,5.0,105474700.17599998,2024-11-04 8:10:39,0,0,2
192614.423,2023-11-27 17:51:15,1,39,1,3924.0,0,14220.0,5.0,151321539.9732,2024-11-04 8:09:18,1,0,3
263324.0455,2023-04-07 16:50:22,1,14,1,3986.0000000000005,0,18280.0,5.0,206013048.00259998,2024-11-04 8:08:41,1,0,0
1669975.415,2023-08-28 17:56:39,1,38,0,3180.0,2,66420.0,5.0,54880097.5752,2024-11-04 8:08:54,0,1,3
880637.279,2023-07-18 18:06:23,1,11,1,3242.0,1,52210.0,5.0,83606636.21299998,2024-11-04 8:08:35,0,0,0
1452857.5375,2023-01-17 16:53:08,1,33,2,3304.0,1,11029.999999999998,5.0,69963326.72639999,2024-11-04 8:08:06,0,1,3
10822.574,2023-03-08 16:57:30,1,4,2,2788.0635172687576,0,13640.0,5.0,188982899.88759997,2024-11-04 8:11:10,0,0,2
14353.258000000002,2023-07-03 16:46:20,1,35,0,3428.0,1,8420.000000000002,5.0,76071390.7194863,2024-11-04 8:12:21,0,0,3
328066.0445,2023-05-01 17:04:30,1,26,1,1630.0,3,84690.0,5.0,18823194.069799997,2024-11-04 8:07:51,2,0,1
1264810.2375,2023-01-31 16:02:23,1,4,0,1382.0,3,59170.0,5.0,18470912.866599996,2024-11-04 8:06:24,2,1,2
60501.60050000001,2023-12-20 17:15:14,1,18,2,1568.0,3,82080.0,5.0,13016207.378199998,2024-11-04 8:06:33,2,0,0
479731.9485,2023-11-06 16:28:15,1,18,0,3862.0,2,25530.0,5.0,22932298.425199997,2024-11-04 8:12:10,1,0,0
1063330.9875,2023-04-18 17:17:37,1,33,0,3056.0,0,31329.999999999993,5.0,220432030.71279997,2024-11-04 8:12:11,0,0,3
54457.223,2023-05-18 16:24:16,1,34,1,3428.0,0,28430.0,5.0,2584190.9879999994,2024-11-04 8:08:56,0,0,3
32236.940000000002,2023-11-27 17:01:48,1,36,0,3056.0,0,27270.0,5.0,176245881.40179998,2024-11-04 8:09:51,0,0,3
1720805.7515,2023-11-06 16:35:59,1,9,2,2064.0,0,48730.000000000015,5.0,165827254.07759997,2024-11-04 8:06:45,2,1,2
305097.41000000003,2023-03-06 18:04:32,1,19,0,3056.0,1,11029.999999999998,5.0,5501370.9346,2024-11-04 8:08:35,0,0,0
